Timestamp,SensorData
130979890,6
130979890,0885,1.37,0.49,9.37

130979906,6
130979906,0898,1.38,0.49,9.36

130979921,6
130979921,0911,1.39,0.49,9.33

130979921,6
130979921,0924,-1.25,-1.85,-1.78

130979937,6
130979937,0937,2.32,1.74,11.47

130979953,6
130979953,0950,1.44,0.88,10.09

130979968,6
130979968,0963,1.32,0.85,9.90

130979984,6
130979984,0976,1.33,0.65,9.45

130980000,6
130980000,0989,1.36,0.70,9.43

130980000,6
130980000,1002,1.40,0.75,9.58

130980015,6
130980015,1015,1.48,0.81,9.87

130980031,6
130980031,1028,1.82,0.88,10.03

130980046,6
130980046,1041,0.89,-0.09,10.00

130980062,6
130980062,1054,1.23,0.47,8.85

130980078,6
130980078,1067,1.56,0.62,8.10

130980078,6
130980078,1080,1.51,0.60,9.15

130980093,6
