gesture,ax,ay,az,gx,gy,gz
left,-1.1,10.06,-0.18,0.01,0.05,0.15
left,-0.97,9.65,0.06,-0.06,0.03,0.11
left,-0.87,9.43,0.34,-0.17,0.02,0.14
left,-1.06,9.41,-0.03,-0.27,0.01,0.19
left,-1.19,9.84,-0.35,-0.1,0.01,0.2
left,-1.13,10.36,0.6,0.02,0.01,0.14
left,-1.04,10.29,1.11,-0.06,0.04,0.12
left,-1.01,10.18,0.93,-0.18,0.06,0.11
left,-1.03,10.14,0.21,-0.2,0.07,0.09
left,-1.0,10.31,-0.11,-0.03,0.06,0.04
left,-0.93,10.32,0.33,0.06,0.03,-0.01
left,-0.8,9.73,0.48,0.07,0.03,-0.03
left,-0.87,9.72,0.84,0.01,0.03,-0.0
left,-0.94,9.62,0.55,-0.09,0.04,0.01
left,-1.03,9.64,0.22,-0.05,0.04,0.0
left,-1.17,9.62,0.17,0.01,0.04,-0.03
left,-1.07,9.43,0.15,0.1,0.05,-0.06
left,-1.01,9.41,0.73,0.04,0.04,-0.05
left,-0.95,9.14,0.55,-0.16,0.05,-0.01
left,-1.01,8.98,-0.17,-0.22,0.04,0.03
left,-0.95,9.15,-0.46,-0.04,0.02,0.04
left,-0.96,9.75,0.36,0.07,0.01,0.03
left,-0.89,9.59,0.79,-0.01,0.02,0.01
left,-1.0,9.24,0.52,-0.12,0.03,0.05
left,-1.13,9.41,0.27,-0.14,0.04,0.08
left,-1.15,9.87,0.39,-0.1,0.04,0.06
left,-1.0,9.94,0.69,-0.11,0.06,0.02
left,-0.92,9.77,0.83,-0.17,0.07,0.02
left,-0.84,9.64,0.66,-0.27,0.08,0.03
left,-0.88,9.58,0.13,-0.28,0.06,0.06
left,-0.81,9.73,-0.07,-0.14,0.02,0.07
left,-0.89,10.09,0.52,-0.08,-0.0,0.07
left,-1.0,9.92,0.52,-0.12,-0.0,0.05
left,-1.07,9.69,0.4,-0.12,-0.01,0.04
left,-1.15,9.75,0.34,-0.08,0.0,0.03
left,-1.06,9.79,0.48,-0.03,0.01,-0.01
left,-0.99,9.54,0.55,-0.04,0.02,-0.02
left,-0.97,9.31,0.36,-0.04,0.02,-0.02
left,-0.98,9.31,0.44,-0.01,0.02,-0.01
left,-0.91,9.39,0.73,-0.05,0.02,0.01
left,-0.95,9.37,0.67,-0.12,0.02,0.03
left,-0.95,9.33,0.36,-0.09,0.03,0.03
left,-0.94,9.54,0.48,-0.05,0.02,0.03
left,-0.87,9.39,0.61,-0.05,0.01,0.03
left,-0.9,9.5,0.81,-0.08,0.02,0.05
left,-0.98,9.68,0.91,-0.17,0.02,0.06
left,-1.0,9.67,0.79,-0.24,0.03,0.06
left,-1.02,9.9,0.78,-0.26,0.03,0.05
left,-0.95,10.07,1.14,-0.34,0.03,0.02
left,-0.86,9.96,1.35,-0.54,0.03,0.02
left,-0.86,10.0,1.64,-0.88,0.02,0.04
left,-0.82,10.11,1.77,-1.41,-0.01,0.09
left,-1.01,9.91,0.6,-1.9,-0.05,0.1
left,-1.26,9.72,-0.99,-1.92,-0.13,0.06
left,-1.31,10.06,-0.79,-1.62,-0.2,-0.04
left,-1.23,10.19,0.83,-1.49,-0.24,-0.16
left,-0.89,9.49,2.48,-1.79,-0.23,-0.17
left,-0.81,8.5,2.69,-2.49,-0.22,-0.03
left,-0.7,7.57,1.27,-3.11,-0.27,0.28
left,-1.28,7.82,0.42,-3.34,-0.32,0.51
left,-1.46,7.94,-0.79,-3.11,-0.35,0.51
left,-1.39,8.49,0.03,-2.25,-0.31,0.34
left,-0.88,9.25,3.16,-1.58,-0.19,0.1
left,-0.05,8.77,6.07,-1.84,-0.12,0.02
left,0.57,7.19,6.86,-2.89,-0.17,0.26
left,0.45,6.27,6.42,-4.11,-0.32,0.71
left,-0.37,6.62,4.83,-4.71,-0.39,1.06
left,-0.87,7.15,3.19,-4.37,-0.48,1.12
left,-1.04,8.09,4.66,-3.52,-0.51,0.94
left,-0.68,8.56,7.37,-2.84,-0.43,0.62
left,-0.11,8.0,9.3,-2.88,-0.33,0.38
left,0.47,6.3,10.13,-3.4,-0.28,0.34
left,0.78,4.69,9.59,-4.12,-0.27,0.52
left,0.81,3.91,8.8,-4.59,-0.28,0.77
left,0.47,3.89,7.82,-4.59,-0.29,0.9
left,0.34,3.97,7.63,-4.22,-0.29,0.86
left,0.51,4.07,9.2,-3.8,-0.26,0.74
left,0.61,3.75,10.15,-3.8,-0.2,0.62
left,0.76,2.65,9.82,-4.01,-0.18,0.58
left,1.13,1.58,9.97,-4.15,-0.18,0.65
left,0.98,1.27,8.76,-4.23,-0.2,0.75
left,0.65,0.72,7.37,-3.69,-0.24,0.71
left,0.49,0.74,7.52,-2.63,-0.2,0.55
left,0.66,1.31,9.56,-1.79,-0.12,0.35
left,1.06,0.99,11.15,-1.63,-0.06,0.22
left,1.27,0.39,11.71,-1.96,-0.0,0.28
left,1.19,0.09,10.63,-2.35,0.02,0.41
left,0.86,0.01,8.84,-2.44,-0.02,0.47
left,0.91,-0.29,8.1,-2.09,-0.07,0.47
left,0.8,0.08,8.24,-1.5,-0.08,0.39
left,0.87,0.14,8.85,-0.9,-0.04,0.23
left,1.0,0.15,10.22,-0.69,-0.02,0.13
left,1.12,0.01,10.94,-0.93,-0.03,0.1
left,1.3,-0.74,10.1,-1.24,-0.04,0.15
left,1.12,-1.17,8.72,-1.19,-0.09,0.21
left,0.84,-0.85,8.58,-0.74,-0.09,0.19
left,0.73,-0.53,8.53,-0.2,-0.06,0.07
left,0.78,-0.61,8.71,0.38,-0.03,-0.08
left,0.92,-0.51,9.74,0.86,0.04,-0.18
left,1.16,-0.47,10.93,0.92,0.1,-0.21
left,1.39,-0.92,11.44,0.49,0.1,-0.14
left,1.41,-1.38,10.71,-0.05,0.07,0.01
left,1.2,-1.32,9.55,-0.29,0.04,0.12
left,0.9,-0.74,8.95,-0.19,0.03,0.11
left,0.83,-0.47,8.87,0.03,0.03,0.02
left,0.91,-0.69,9.07,0.22,0.02,-0.06
left,0.99,-0.83,9.39,0.38,0.05,-0.1
left,1.05,-0.84,9.65,0.41,0.06,-0.1
left,1.11,-0.87,10.11,0.27,0.06,-0.06
left,1.12,-0.92,10.05,0.02,0.06,-0.01
left,1.11,-1.2,9.32,-0.15,0.04,0.05
left,0.93,-0.94,8.95,-0.1,0.03,0.08
left,0.86,-0.61,9.1,0.01,0.01,0.05
left,0.99,-0.59,9.52,0.09,0.01,0.01
left,1.02,-0.7,9.72,0.09,0.02,-0.02
left,1.11,-0.96,9.56,0.08,0.02,-0.02
left,1.09,-1.1,9.47,0.11,0.01,0.01
left,1.02,-0.87,9.73,0.13,0.01,0.04
left,1.02,-0.76,9.71,0.11,0.01,0.05
left,1.0,-0.73,9.68,0.1,0.02,0.04
left,0.97,-0.58,9.7,0.09,0.04,0.04
left,1.01,-0.68,9.52,0.05,0.03,0.03
left,1.07,-0.88,9.4,0.05,0.02,0.04
left,1.02,-0.9,9.38,0.09,0.04,0.07
left,1.05,-0.64,9.36,0.12,0.04,0.07
left,1.0,-0.54,9.31,0.09,0.02,0.05
left,1.03,-0.69,9.46,0.08,0.01,0.04
left,1.04,-0.6,9.43,0.07,0.01,0.05
left,0.96,-0.56,9.42,0.08,0.01,0.05
left,1.04,-0.63,9.61,0.09,0.02,0.05
left,1.06,-0.61,9.83,0.07,0.04,0.07
left,1.12,-0.57,9.93,0.0,0.05,0.1
left,1.1,-0.59,9.81,-0.09,0.06,0.12
left,1.1,-0.65,9.44,-0.16,0.05,0.14
left,1.06,-0.63,9.12,-0.17,0.0,0.16
left,0.93,-0.5,9.19,-0.13,-0.03,0.15
left,0.93,-0.5,9.15,-0.05,-0.02,0.12
left,0.96,-0.49,9.61,0.01,-0.02,0.11
left,0.98,-0.36,9.81,-0.03,0.0,0.1
left,0.95,-0.44,9.46,-0.08,-0.0,0.09
left,0.93,-0.44,9.39,-0.05,0.0,0.08
left,0.96,-0.45,9.26,0.0,0.0,0.05
left,1.02,-0.53,9.32,0.07,0.01,0.03
left,1.14,-0.51,9.48,0.11,0.01,0.02
left,1.15,-0.47,9.58,0.12,-0.0,0.02
left,1.19,-0.52,9.76,0.11,-0.01,0.01
left,1.12,-0.54,9.73,0.12,0.01,0.03
left,0.9,-0.33,9.62,0.14,0.02,0.02
left,0.85,-0.51,9.41,0.15,0.02,-0.0
left,0.92,-0.63,9.4,0.21,0.03,-0.01
left,0.96,-0.62,9.39,0.25,0.03,-0.02
left,1.11,-0.73,9.4,0.29,0.02,-0.03
left,1.25,-0.75,9.44,0.39,0.02,-0.03
left,1.27,-0.54,9.58,0.53,0.04,-0.02
left,1.26,-0.23,9.79,0.65,0.06,-0.02
left,1.17,0.01,9.87,0.74,0.08,-0.04
left,1.16,0.27,10.04,0.83,0.1,-0.07
left,1.35,0.46,10.57,0.84,0.13,-0.1
left,1.54,0.41,10.79,0.84,0.18,-0.11
left,1.42,0.48,10.31,1.02,0.24,-0.13
left,1.16,0.58,9.38,1.57,0.31,-0.22
left,1.02,1.22,9.75,2.38,0.37,-0.33
left,1.11,1.96,10.9,2.82,0.39,-0.43
left,1.17,2.04,11.76,2.72,0.38,-0.46
left,0.96,1.68,11.38,2.36,0.4,-0.39
left,0.95,1.69,10.6,2.09,0.43,-0.29
left,0.79,2.12,8.94,1.96,0.43,-0.23
left,0.41,2.35,6.77,2.48,0.44,-0.3
left,0.31,3.43,6.61,3.49,0.44,-0.44
left,0.2,4.81,8.0,4.19,0.44,-0.64
left,0.51,5.08,9.56,4.33,0.44,-0.76
left,0.57,4.73,9.8,4.03,0.46,-0.76
left,0.51,4.38,9.01,3.71,0.48,-0.64
left,0.04,4.75,7.59,3.6,0.48,-0.56
left,-0.21,5.49,7.38,3.81,0.5,-0.53
left,-0.28,6.16,8.28,3.77,0.53,-0.52
left,-0.19,5.97,8.87,3.38,0.6,-0.45
left,-0.12,5.47,8.35,2.81,0.69,-0.29
left,-0.21,4.91,6.73,2.41,0.79,-0.1
left,-0.59,4.83,4.49,2.45,0.86,0.07
left,-0.56,5.33,3.68,2.67,0.82,0.21
left,-0.67,6.81,3.62,2.85,0.69,0.29
left,-0.91,8.49,4.18,2.85,0.52,0.24
left,-0.96,9.29,5.18,2.46,0.36,0.1
left,-0.56,8.91,4.86,2.05,0.29,-0.03
left,-0.57,7.77,2.87,2.04,0.27,-0.08
left,-0.54,7.6,2.2,2.51,0.25,-0.06
left,-0.73,8.29,2.38,3.0,0.24,-0.01
left,-0.8,9.45,3.41,3.18,0.2,0.01
left,-0.79,10.04,4.46,2.88,0.17,-0.03
left,-0.87,9.79,4.15,2.39,0.18,-0.08
left,-0.93,9.11,2.57,2.11,0.17,-0.1
left,-1.06,8.93,1.47,2.12,0.14,-0.11
left,-0.96,9.11,1.44,2.16,0.07,-0.11
left,-0.95,9.57,2.05,2.02,0.01,-0.12
left,-0.83,9.54,2.5,1.66,-0.01,-0.13
left,-0.75,8.97,2.03,1.25,-0.01,-0.1
left,-0.7,8.49,1.32,0.99,0.01,-0.04
left,-0.71,8.49,0.53,0.91,0.02,0.04
left,-0.74,8.98,0.51,0.94,-0.0,0.1
left,-0.68,9.63,0.99,0.9,0.0,0.09
left,-0.69,10.12,1.36,0.74,0.04,0.04
left,-0.67,10.12,1.08,0.51,0.06,-0.01
left,-0.66,9.75,0.78,0.29,0.06,-0.05
left,-0.53,9.18,0.44,0.14,0.03,-0.02
left,-0.72,9.09,0.24,0.09,0.01,0.06
left,-0.89,9.43,0.21,0.09,-0.01,0.1
left,-0.93,9.61,0.24,0.11,0.0,0.1
left,-0.91,9.76,0.47,0.16,0.04,0.08
left,-0.86,9.8,0.44,0.11,0.06,0.07
left,-0.86,9.56,0.06,0.07,0.05,0.06
left,-0.83,9.55,0.11,0.14,0.06,0.07
left,-0.89,9.81,0.2,0.13,0.06,0.07
left,-0.8,9.85,0.1,0.1,0.03,0.05
left,-0.81,9.91,0.37,0.05,-0.01,0.03
left,-0.7,9.66,0.31,0.0,-0.02,0.01
left,-0.69,9.45,0.42,-0.02,-0.02,0.04
left,-0.75,9.56,0.42,-0.03,0.0,0.07
left,-0.82,9.73,0.28,-0.03,0.01,0.07
left,-0.79,9.81,0.32,0.0,0.0,0.05
left,-0.66,9.71,0.35,0.03,-0.01,0.04
left,-0.72,9.86,0.69,0.04,0.0,0.03
left,-0.68,9.83,0.67,-0.0,0.02,0.02
left,-0.68,9.71,0.45,-0.03,0.02,0.03
left,-0.75,9.8,0.51,-0.04,0.01,0.03
left,-0.73,9.81,0.46,-0.05,0.02,0.02
left,-0.73,9.66,0.43,-0.04,0.02,0.02
left,-0.73,9.73,0.58,-0.04,0.02,0.03
left,-0.66,9.63,0.5,-0.06,0.03,0.03
left,-0.71,9.66,0.3,-0.04,0.03,0.04
left,-0.78,9.83,0.36,-0.03,0.02,0.03
left,-0.76,9.74,0.42,-0.06,0.02,0.01
left,-0.67,9.47,0.11,-0.03,0.01,0.0
left,-0.73,9.64,0.29,0.06,0.01,0.0
left,-0.74,9.91,0.7,0.03,0.01,-0.01
left,-0.73,9.64,0.48,-0.05,0.01,-0.02
left,-0.68,9.41,0.31,-0.07,0.0,0.01
left,-0.73,9.54,0.29,-0.03,0.0,0.03
left,-0.69,9.65,0.38,0.0,-0.0,0.03
left,-0.7,9.76,0.69,-0.01,0.0,0.02
left,-0.66,9.62,0.74,-0.06,0.02,0.02
left,-0.73,9.63,0.48,-0.11,0.04,0.03
left,-0.85,9.64,0.15,-0.09,0.04,0.03
left,-0.8,9.68,0.12,-0.02,0.04,0.01
left,-0.74,9.65,0.37,-0.0,0.01,-0.01
right,-0.68,9.62,0.56,-0.03,0.02,-0.01
right,-0.64,9.53,0.57,-0.06,0.02,0.01
right,-0.74,9.51,0.29,-0.08,0.03,0.03
right,-0.76,9.59,0.06,-0.04,0.02,0.04
right,-0.75,9.72,0.13,0.02,0.01,0.02
right,-0.68,9.79,0.48,0.04,-0.0,0.01
right,-0.68,9.69,0.72,-0.01,0.01,0.01
right,-0.72,9.65,0.64,-0.09,0.03,0.03
right,-0.78,9.67,0.24,-0.12,0.02,0.03
right,-0.79,9.71,0.2,-0.07,0.0,0.01
right,-0.69,9.65,0.41,-0.02,-0.0,0.0
right,-0.69,9.62,0.61,-0.02,0.01,0.01
right,-0.71,9.65,0.58,-0.05,0.03,0.02
right,-0.75,9.64,0.45,-0.06,0.03,0.02
right,-0.7,9.62,0.41,-0.08,0.02,0.03
right,-0.72,9.57,0.38,-0.08,0.02,0.03
right,-0.71,9.66,0.3,-0.06,0.01,0.02
right,-0.72,9.82,0.41,-0.05,-0.0,0.0
right,-0.72,9.68,0.6,-0.07,-0.01,-0.01
right,-0.69,9.55,0.7,-0.13,-0.01,0.0
right,-0.73,9.49,0.74,-0.18,0.01,0.02
right,-0.7,9.46,0.41,-0.18,0.02,0.04
right,-0.72,9.61,0.23,-0.12,0.02,0.04
right,-0.73,9.84,0.42,-0.09,0.01,0.03
right,-0.69,9.84,0.54,-0.14,0.01,0.01
right,-0.7,9.68,0.51,-0.2,-0.0,0.02
right,-0.7,9.63,0.54,-0.22,0.0,0.03
right,-0.77,9.8,0.7,-0.26,0.02,0.03
right,-0.76,9.87,0.62,-0.33,0.01,0.01
right,-0.74,9.8,0.44,-0.39,-0.01,-0.01
right,-0.66,9.7,0.47,-0.43,-0.03,-0.02
right,-0.68,9.78,0.71,-0.5,-0.04,-0.02
right,-0.62,9.65,0.83,-0.67,-0.07,-0.01
right,-0.62,9.47,1.02,-0.8,-0.05,0.01
right,-0.7,9.46,0.62,-0.91,-0.06,0.03
right,-0.83,9.54,0.29,-0.96,-0.08,0.03
right,-0.87,9.58,0.66,-1.04,-0.12,0.01
right,-0.8,9.62,0.99,-1.25,-0.18,-0.01
right,-0.7,9.33,1.52,-1.57,-0.23,0.01
right,-0.66,9.16,2.15,-2.01,-0.26,0.07
right,-0.65,9.07,2.26,-2.48,-0.25,0.1
right,-0.85,8.88,2.19,-2.84,-0.26,0.13
right,-0.62,8.31,2.43,-3.05,-0.24,0.19
right,-0.52,8.27,2.69,-3.27,-0.23,0.29
right,-0.41,8.56,3.36,-3.5,-0.23,0.35
right,-0.37,8.86,4.02,-3.78,-0.21,0.38
right,-0.27,8.67,4.2,-4.08,-0.24,0.38
right,-0.31,8.43,4.4,-4.3,-0.29,0.38
right,-0.43,8.1,4.53,-4.39,-0.33,0.33
right,-0.29,7.2,5.25,-4.44,-0.4,0.31
right,-0.29,6.36,6.27,-4.44,-0.4,0.38
right,-0.21,6.29,7.43,-4.53,-0.34,0.48
right,-0.35,6.23,7.68,-4.72,-0.3,0.55
right,-0.4,6.15,7.81,-4.85,-0.29,0.57
right,-0.32,6.21,8.28,-4.87,-0.26,0.5
right,-0.05,5.75,8.76,-4.92,-0.22,0.41
right,0.07,4.96,8.73,-4.93,-0.2,0.34
right,0.52,3.87,8.35,-4.81,-0.2,0.3
right,0.62,3.22,8.73,-4.48,-0.19,0.3
right,0.63,2.85,9.15,-4.2,-0.15,0.26
right,0.56,1.89,8.68,-3.94,-0.17,0.22
right,0.6,0.83,8.38,-3.46,-0.18,0.19
right,0.74,0.02,8.33,-2.81,-0.18,0.18
right,0.52,0.07,9.17,-2.13,-0.15,0.16
right,0.46,0.32,10.19,-1.71,-0.1,0.09
right,0.58,0.2,10.85,-1.58,-0.06,0.03
right,0.75,-0.26,10.97,-1.67,-0.06,0.02
right,0.81,-0.95,10.2,-1.65,-0.06,0.05
right,0.73,-1.26,9.7,-1.38,-0.05,0.1
right,0.64,-1.1,9.62,-1.0,-0.01,0.11
right,0.71,-1.07,9.56,-0.67,0.01,0.11
right,0.75,-0.96,9.61,-0.38,0.03,0.09
right,0.83,-0.79,9.99,-0.2,0.05,0.08
right,0.82,-0.45,10.57,-0.22,0.08,0.07
right,0.65,-0.58,10.4,-0.45,0.08,0.09
right,0.79,-0.82,9.82,-0.62,0.05,0.13
right,0.57,-0.78,9.0,-0.62,0.06,0.14
right,0.41,-0.7,8.64,-0.41,0.05,0.09
right,0.63,-0.95,8.64,-0.11,0.05,0.04
right,0.67,-0.93,9.18,0.11,0.03,0.03
right,0.7,-0.84,9.71,0.2,0.03,0.03
right,0.55,-0.64,9.81,0.11,-0.0,0.06
right,0.57,-0.87,9.8,-0.0,-0.01,0.06
right,0.52,-1.27,9.7,-0.04,0.03,0.11
right,0.4,-1.39,9.53,-0.03,0.06,0.17
right,0.37,-1.15,9.28,0.03,0.08,0.23
right,0.34,-1.14,8.93,0.07,0.05,0.25
right,0.45,-1.23,8.75,0.24,0.04,0.26
right,0.27,-1.11,8.83,0.43,0.04,0.23
right,0.63,-1.01,9.35,0.63,0.04,0.22
right,0.51,-0.64,9.74,0.7,0.09,0.21
right,0.6,-0.54,9.9,0.64,0.06,0.2
right,0.67,-0.64,10.34,0.38,0.04,0.21
right,0.57,-0.8,10.04,0.13,0.01,0.24
right,0.43,-0.95,9.37,0.01,-0.01,0.28
right,0.43,-1.0,8.87,0.05,-0.11,0.3
right,1.08,-1.09,8.72,0.13,-0.16,0.33
right,0.46,-0.9,8.69,0.39,-0.12,0.33
right,0.55,-0.77,8.64,0.66,-0.13,0.41
right,0.5,-0.29,8.45,0.94,-0.11,0.37
right,0.47,0.17,8.4,1.22,-0.12,0.34
right,0.54,0.21,8.56,1.5,-0.12,0.29
right,0.9,-0.32,8.58,1.73,-0.1,0.48
right,3.48,4.13,13.79,1.98,0.31,0.49
right,0.72,3.17,9.25,1.07,1.29,0.48
right,-0.89,3.14,9.11,0.73,-0.4,1.33
right,0.27,0.61,9.77,0.93,0.8,0.44
right,-0.44,0.45,8.89,1.29,1.26,0.46
right,-0.25,0.72,9.14,2.08,1.41,0.19
right,0.13,1.03,8.86,2.25,2.14,-0.04
right,1.2,1.8,8.18,2.65,2.69,0.03
right,0.94,3.73,9.46,2.59,2.85,0.49
right,-0.46,4.66,10.19,1.72,1.44,0.11
right,4.35,-0.69,3.84,1.33,-0.7,-0.06
right,-1.75,6.37,10.43,0.01,-0.89,-0.4
right,-2.28,4.72,10.71,1.14,-1.27,-0.23
right,-0.64,4.18,10.07,0.28,-2.06,0.55
right,-1.93,3.78,11.18,-1.53,-2.15,1.18
right,-4.09,1.69,11.1,-1.8,-2.01,1.62
right,3.07,4.68,10.48,-2.07,-0.8,0.69
right,0.7,1.81,8.67,-2.45,0.87,-0.41
right,-1.29,0.45,8.01,-1.05,0.47,-0.6
right,-1.42,0.76,8.92,-0.32,-0.69,-0.17
right,-0.17,1.11,9.41,-0.16,-1.08,0.07
right,0.51,1.17,9.05,0.15,-0.97,0.02
right,0.35,2.01,8.61,-0.03,-0.83,-0.48
right,0.19,1.75,8.37,-0.35,-0.91,-0.16
right,0.85,1.08,8.27,-0.44,-1.12,0.25
right,3.33,0.44,7.34,0.39,-2.17,0.31
right,1.69,2.71,9.37,2.22,-4.61,0.36
right,1.61,3.71,12.35,0.61,-3.0,0.81
right,3.28,3.18,9.86,0.32,-0.56,0.43
right,4.08,3.37,8.72,-0.02,-0.09,0.26
right,3.08,2.65,8.67,-0.29,0.03,0.19
right,2.43,2.68,9.07,-0.25,0.58,-0.01
right,1.82,2.32,8.96,-0.3,0.89,-0.16
right,2.2,2.47,8.81,-0.42,0.9,-0.53
right,0.61,2.25,9.53,-0.3,1.22,-0.39
right,1.21,2.41,8.21,-0.09,0.6,-0.19
right,1.92,2.54,8.12,0.1,-0.53,-0.31
right,0.89,2.28,8.79,0.04,-0.81,-0.23
right,0.86,1.74,9.32,-0.08,-0.24,-0.17
right,1.4,2.19,8.57,-0.16,0.12,-0.15
right,1.25,2.72,9.47,-0.36,-0.0,0.04
right,1.64,2.18,9.45,-0.32,-0.18,0.18
right,0.57,1.12,6.05,-1.79,-0.01,0.44
right,2.26,1.14,9.93,-1.25,0.77,0.53
right,1.73,0.42,9.12,-1.02,1.13,0.34
right,2.21,0.93,9.76,-0.77,1.1,0.09
right,2.22,1.52,10.59,-0.25,0.75,-0.08
right,2.52,2.31,9.41,0.35,0.12,-0.12
right,2.88,1.74,10.35,0.61,-0.17,-0.37
right,1.94,2.15,10.14,0.63,-0.1,-0.43
right,1.58,1.78,10.35,0.5,0.07,-0.46
right,1.6,1.34,9.13,0.46,0.65,-0.62
right,1.87,1.53,8.81,0.24,0.58,-0.7
right,1.05,1.72,8.7,-0.0,0.53,-0.61
right,0.37,1.22,8.58,0.07,0.27,-0.3
right,0.71,1.57,9.25,0.21,-0.74,-0.22
right,0.46,2.45,8.99,0.28,-0.44,-0.2
right,1.14,1.94,9.4,0.28,-0.29,-0.21
right,1.07,2.12,9.36,0.13,-0.29,-0.33
right,1.51,2.11,9.44,0.08,-0.29,-0.35
right,1.33,2.31,8.02,-0.06,-0.16,-0.44
right,1.22,1.64,8.76,-0.15,-0.04,-0.46
right,0.82,2.42,7.98,-0.29,0.09,-0.45
right,0.76,3.73,8.48,-1.07,0.03,-0.58
right,2.0,1.84,9.73,-0.65,0.24,-0.27
right,1.39,1.74,9.46,-0.15,0.16,-0.15
right,1.46,1.43,9.84,0.1,0.02,-0.1
right,1.63,1.21,9.91,0.35,-0.05,-0.1
right,0.4,1.19,10.41,0.42,-0.04,-0.14
right,-0.1,1.46,10.23,0.39,0.21,0.13
right,0.44,1.32,9.6,0.19,0.46,0.39
right,0.0,2.11,8.58,-0.08,0.51,0.47
right,1.57,1.21,9.45,-0.19,0.48,0.41
right,1.98,1.63,10.19,0.2,0.33,0.21
right,1.44,2.3,10.19,0.51,0.3,0.1
right,1.44,2.51,9.91,0.66,0.41,0.01
right,0.99,2.14,9.36,0.65,0.48,-0.14
right,0.69,1.86,8.82,0.44,0.44,-0.3
right,0.11,2.04,9.05,0.29,0.47,-0.4
right,0.5,3.64,9.03,0.05,0.42,-0.28
right,1.46,3.05,8.93,0.0,0.24,-0.28
right,0.95,1.96,8.33,0.03,0.21,-0.36
right,0.31,1.28,7.99,0.1,0.16,-0.27
right,0.4,1.79,8.21,-0.08,-0.04,-0.19
right,0.8,2.28,9.12,-0.25,-0.16,-0.09
right,1.15,2.95,9.29,-0.46,-0.23,-0.04
right,2.29,3.45,9.22,-0.95,-0.39,-0.24
right,0.64,1.83,9.54,-1.08,-0.38,-0.5
right,0.39,1.72,9.47,-0.61,0.05,-0.24
right,0.7,1.53,9.08,-0.49,0.04,-0.09
right,0.98,1.83,9.48,-0.28,0.09,-0.05
right,1.15,1.88,9.19,-0.03,0.12,-0.03
right,0.77,1.04,9.0,0.26,0.18,-0.04
right,0.74,1.42,9.19,0.56,0.22,0.02
right,0.39,2.27,9.38,0.55,0.27,0.1
right,0.43,2.03,10.13,0.63,0.26,0.24
right,0.6,2.66,9.67,0.68,0.31,0.38
right,0.66,3.45,9.29,0.44,0.33,0.43
right,1.36,2.96,8.5,-0.25,0.11,0.46
right,1.41,2.2,8.14,-0.71,-0.22,0.5
right,1.8,3.08,8.58,-0.86,-0.66,0.59
right,0.38,1.63,8.49,-0.72,-1.02,0.75
right,0.68,1.1,8.46,-0.43,-1.29,0.91
right,1.2,1.31,8.89,-0.3,-1.3,1.16
right,1.69,1.87,9.88,0.27,-0.95,1.24
right,2.12,1.93,10.35,0.68,-0.47,1.0
right,2.48,1.68,10.29,0.79,0.03,0.7
right,1.99,2.11,10.2,0.75,0.62,0.24
right,1.14,2.35,9.69,0.85,0.74,-0.15
right,1.05,2.23,9.13,0.69,0.4,-0.24
right,1.08,2.34,8.93,0.77,0.14,-0.19
right,0.93,2.54,8.93,0.78,-0.02,-0.15
right,0.96,2.84,8.6,0.59,-0.12,-0.07
right,1.0,2.78,8.83,0.28,-0.11,0.04
right,0.79,2.75,9.37,0.1,0.04,0.12
right,1.19,2.88,9.16,0.05,0.25,0.24
right,1.28,2.99,8.64,-0.22,0.3,0.39
right,1.34,2.72,8.34,-0.6,0.22,0.47
right,1.61,2.58,8.47,-0.9,0.1,0.4
right,1.61,2.55,8.94,-0.9,0.06,0.22
right,1.71,2.37,9.12,-0.78,0.1,0.03
right,1.61,2.27,9.51,-0.66,0.1,-0.12
right,1.77,1.95,9.73,-0.46,0.11,-0.21
right,1.33,2.23,9.99,-0.2,0.12,-0.22
right,1.31,2.38,9.68,-0.2,0.01,-0.2
right,1.33,2.37,9.68,-0.44,-0.21,-0.18
right,1.42,2.4,9.3,-0.93,-1.12,-0.31
right,0.58,3.01,8.28,-1.55,-1.46,-0.31
right,2.1,0.73,8.29,-2.48,-2.61,-1.11
right,1.84,1.33,9.79,-3.34,-2.84,-0.46
right,2.11,-0.64,9.88,-1.62,-0.87,-0.35
right,3.12,0.17,9.63,-0.89,-0.34,-0.18
right,2.83,0.04,9.41,-0.24,0.08,-0.15
right,3.06,0.1,9.06,0.24,0.24,-0.18
right,3.29,0.48,9.47,0.1,0.22,-0.23
right,3.21,0.16,9.15,-0.05,0.23,-0.35
right,2.82,0.18,8.85,0.02,0.18,-0.26
right,2.19,0.59,8.55,0.14,0.1,-0.15
right,1.58,0.86,8.16,0.23,0.03,0.02
right,6.95,-4.79,10.27,-2.34,0.13,4.94
right,3.55,1.42,11.61,-4.11,0.25,6.55
right,-1.48,10.41,6.89,-3.83,0.78,4.81
right,0.32,3.2,4.42,5.7,-1.33,-5.93
right,4.34,-2.89,10.76,1.86,-0.26,-0.54
right,3.51,0.62,12.42,0.01,0.4,0.01
right,1.88,1.24,8.1,0.33,0.32,-0.17
right,2.66,0.66,9.62,0.6,0.38,-0.07
right,2.71,-0.7,8.72,0.39,0.53,0.08
right,2.11,0.29,8.73,0.52,0.44,0.17
right,1.86,0.61,8.76,0.59,0.45,0.1
right,1.84,0.9,9.07,0.36,0.45,0.04
right,1.7,1.54,9.44,0.23,0.46,-0.07
right,1.38,1.71,8.93,0.18,0.43,-0.17
